Location;Parameter;Analytical Method;Calculated Method;Qual;Result;Units;MDL;ML;RL;Sampling Date;Sampling Time;Analysis Date;Analysis Time;Review Priority Indicator;QA Codes;Comments;Facility Name;Report Name;Latitude;Longitude;Receiving Water Body
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;67216;lb/day;;;;2019-03-05;00:00:00;2019-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;696;mg/L;25,0;;25,0;2014-01-31;00:00:00;2014-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;61269;lb/day;;;;2024-03-06;00:00:00;2024-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;676;mg/L;25,0;25,0;25,0;2014-02-04;00:00:00;2014-02-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;62189;lb/day;;;;2025-03-07;00:00:00;2025-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2025;34,1372;-118,27422;Los Angeles River
RSW-650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;628;mg/L;25,0;25,0;25,0;2014-02-04;09:00:00;2014-02-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2014;34,134833;-118,274533;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;74173;lb/day;;;;2012-03-31;00:00:00;2012-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2012;34,1372;-118,27422;Los Angeles River
RSW-654;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;680;mg/L;25,0;25,0;25,0;2014-02-04;09:15:00;2014-02-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2014;34,122833;-118,27045;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;60654;lb/day;;;;2013-03-31;00:00:00;2013-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;72804;lb/day;;;;2014-03-31;00:00:00;2014-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;676;mg/L;25,0;;25,0;2014-02-28;00:00:00;2014-02-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;81164;lb/day;;;;2015-03-31;00:00:00;2015-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;588;mg/L;25,0;25,0;25,0;2014-03-01;00:00:00;2014-03-04;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;59798;lb/day;;;;2016-03-31;00:00:00;2016-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;588;mg/L;25,0;;25,0;2014-03-31;00:00:00;2014-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;742;mg/L;25,0;25,0;25,0;2014-04-05;00:00:00;2014-04-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;64473;lb/day;;;;2017-03-31;00:00:00;2017-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;65549;lb/day;;;;2018-03-31;00:00:00;2018-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;742;mg/L;25,0;;25,0;2014-04-30;00:00:00;2014-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;748;mg/L;25,0;25,0;25,0;2014-05-05;00:00:00;2014-05-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;67216;lb/day;;;;2019-03-31;00:00:00;2019-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2019;34,1372;-118,27422;Los Angeles River
RSW-650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;596;mg/L;25,0;25,0;25,0;2014-05-05;09:15:00;2014-05-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2014;34,134833;-118,274533;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;59064;lb/day;;;;2020-03-31;00:00:00;2020-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2020;34,1372;-118,27422;Los Angeles River
RSW-654;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;624;mg/L;25,0;25,0;25,0;2014-05-05;09:45:00;2014-05-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2014;34,122833;-118,27045;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;41472;lb/day;;;;2021-03-31;00:00:00;2021-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;748;mg/L;25,0;;25,0;2014-05-31;00:00:00;2014-05-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;46659;lb/day;;;;2022-03-31;00:00:00;2022-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2022;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;792;mg/L;25,0;25,0;25,0;2014-06-05;00:00:00;2014-06-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;55182;lb/day;;;;2023-03-31;00:00:00;2023-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2023;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;792;mg/L;25,0;;25,0;2014-06-30;00:00:00;2014-06-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;61269;lb/day;;;;2024-03-31;00:00:00;2024-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;62189;lb/day;;;;2025-03-31;00:00:00;2025-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;750;mg/L;25,0;25,0;25,0;2014-07-01;00:00:00;2014-07-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;41930;lb/day;;;;2026-03-31;00:00:00;2026-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2026;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;750;mg/L;25,0;;25,0;2014-07-31;00:00:00;2014-07-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;752;mg/L;25,0;25,0;25,0;2014-08-01;00:00:00;2014-08-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;72020;lb/day;;;;2012-04-01;00:00:00;2012-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2012;34,1372;-118,27422;Los Angeles River
RSW-650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;676;mg/L;25,0;25,0;25,0;2014-08-04;09:15:00;2014-08-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2014;34,134833;-118,274533;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;53900;lb/day;;;;2015-04-01;00:00:00;2015-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2015;34,1372;-118,27422;Los Angeles River
RSW-654;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;698;mg/L;25,0;25,0;25,0;2014-08-04;09:45:00;2014-08-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2014;34,122833;-118,27045;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;60148;lb/day;;;;2016-04-01;00:00:00;2016-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;752;mg/L;25,0;;25,0;2014-08-31;00:00:00;2014-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;64418;lb/day;;;;2013-04-02;00:00:00;2013-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;734;mg/L;25,0;25,0;25,0;2014-09-03;00:00:00;2014-09-04;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;46234;lb/day;;;;2017-04-02;00:00:00;2017-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;734;mg/L;25,0;;25,0;2014-09-30;00:00:00;2014-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;62755;lb/day;;;;2018-04-02;00:00:00;2018-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;804;mg/L;25,0;25,0;25,0;2014-10-05;00:00:00;2014-10-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for October 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;57458;lb/day;;;;2024-04-02;00:00:00;2024-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;804;mg/L;25,0;;25,0;2014-10-31;00:00:00;2014-10-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for October 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;52217;lb/day;;;;2025-04-02;00:00:00;2025-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;692;mg/L;25,0;25,0;25,0;2014-11-02;00:00:00;2014-11-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;59061;lb/day;;;;2019-04-03;00:00:00;2019-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2019;34,1372;-118,27422;Los Angeles River
RSW-650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;648;mg/L;25,0;25,0;25,0;2014-11-05;09:30:00;2014-11-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2014;34,134833;-118,274533;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;45120;lb/day;;;;2023-04-03;00:00:00;2023-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2023;34,1372;-118,27422;Los Angeles River
RSW-654;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;716;mg/L;25,0;25,0;25,0;2014-11-05;10:00:00;2014-11-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2014;34,122833;-118,27045;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;55098;lb/day;;;;2021-04-04;00:00:00;2021-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;692;mg/L;25,0;;25,0;2014-11-30;00:00:00;2014-11-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;55570;lb/day;;;;2022-04-04;00:00:00;2022-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2022;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;770;mg/L;25,0;25,0;25,0;2014-12-04;00:00:00;2014-12-02;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;74491;lb/day;;;;2014-04-05;00:00:00;2014-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;770;mg/L;25,0;;25,0;2014-12-31;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;89344;lb/day;;;;2020-04-06;00:00:00;2020-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2020;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;72020;lb/day;;;;2012-04-30;00:00:00;2012-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;686;mg/L;25,0;25,0;25,0;2015-01-05;00:00:00;2015-01-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;686;mg/L;25,0;;25,0;2015-01-31;00:00:00;2015-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;64418;lb/day;;;;2013-04-30;00:00:00;2013-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;74491;lb/day;;;;2014-04-30;00:00:00;2014-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2014;34,1372;-118,27422;Los Angeles River
RSW-650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;716;mg/L;25,0;25,0;25,0;2015-02-03;08:50:00;2015-02-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2015;34,134833;-118,274533;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;53900;lb/day;;;;2015-04-30;00:00:00;2015-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2015;34,1372;-118,27422;Los Angeles River
RSW-654;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;648;mg/L;25,0;25,0;25,0;2015-02-03;09:05:00;2015-02-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2015;34,122833;-118,27045;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;60148;lb/day;;;;2016-04-30;00:00:00;2016-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;772;mg/L;25,0;25,0;25,0;2015-02-06;00:00:00;2015-02-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;772;mg/L;25,0;;25,0;2015-02-28;00:00:00;2015-02-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;46234;lb/day;;;;2017-04-30;00:00:00;2017-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;62755;lb/day;;;;2018-04-30;00:00:00;2018-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;724;mg/L;25,0;25,0;25,0;2015-03-01;00:00:00;2015-02-27;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;59061;lb/day;;;;2019-04-30;00:00:00;2019-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;724;mg/L;25,0;;25,0;2015-03-31;00:00:00;2015-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;826;mg/L;25,0;25,0;25,0;2015-04-01;00:00:00;2015-04-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;89344;lb/day;;;;2020-04-30;00:00:00;2020-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2020;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;826;mg/L;25,0;;25,0;2015-04-30;00:00:00;2015-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;55098;lb/day;;;;2021-04-30;00:00:00;2021-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;848;mg/L;25,0;25,0;25,0;2015-05-01;00:00:00;2015-05-04;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;55570;lb/day;;;;2022-04-30;00:00:00;2022-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2022;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;45120;lb/day;;;;2023-04-30;00:00:00;2023-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2023;34,1372;-118,27422;Los Angeles River
RSW-650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;720;mg/L;25,0;25,0;25,0;2015-05-05;09:30:00;2015-05-11;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2015;34,134833;-118,274533;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;57458;lb/day;;;;2024-04-30;00:00:00;2024-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2024;34,1372;-118,27422;Los Angeles River
RSW-654;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;728;mg/L;25,0;25,0;25,0;2015-05-05;09:45:00;2015-05-11;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2015;34,122833;-118,27045;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;848;mg/L;25,0;;25,0;2015-05-31;00:00:00;2015-05-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;52217;lb/day;;;;2025-04-30;00:00:00;2025-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;872;mg/L;25,0;25,0;25,0;2015-06-04;00:00:00;2015-06-10;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;69685;lb/day;;;;2012-05-01;00:00:00;2012-05-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;872;mg/L;25,0;;25,0;2015-06-30;00:00:00;2015-06-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;62524;lb/day;;;;2013-05-01;00:00:00;2013-05-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;858;mg/L;25,0;25,0;25,0;2015-07-06;00:00:00;2015-07-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2015;34,1372;-118,27422;Los Angeles River
