Location;Parameter;Analytical Method;Calculated Method;Qual;Result;Units;MDL;ML;RL;Sampling Date;Sampling Time;Analysis Date;Analysis Time;Review Priority Indicator;QA Codes;Comments;Facility Name;Report Name;Latitude;Longitude;Receiving Water Body
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;24670;lb/day;;;;2021-07-31;00:00:00;2021-07-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;618;mg/L;35,0;35,0;35,0;2018-02-01;23:55:00;2018-02-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;27477;lb/day;;;;2022-07-31;00:00:00;2022-07-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2022;34,1372;-118,27422;Los Angeles River
RSW-LAGT650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;610;mg/L;35,0;35,0;35,0;2018-02-06;08:30:00;2018-02-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2018;34,1377;-118,27532;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;24621;lb/day;;;;2023-07-31;00:00:00;2023-07-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2023;34,1372;-118,27422;Los Angeles River
RSW-LAGT654(a);Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;602;mg/L;35,0;35,0;35,0;2018-02-06;09:30:00;2018-02-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2018;34,13;-118,27314;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;27628;lb/day;;;;2024-07-31;00:00:00;2024-07-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;26816;lb/day;;;;2025-07-31;00:00:00;2025-07-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;618;mg/L;35,0;;35,0;2018-02-28;00:00:00;2018-02-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;664;mg/L;35,0;35,0;35,0;2018-03-04;23:55:00;2018-03-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;54044;lb/day;;;;2012-08-01;00:00:00;2012-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;664;mg/L;35,0;;35,0;2018-03-31;00:00:00;2018-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;47813;lb/day;;;;2014-08-01;00:00:00;2014-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;658;mg/L;35,0;35,0;35,0;2018-04-02;23:55:00;2018-04-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;68978;lb/day;;;;2015-08-01;00:00:00;2015-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;658;mg/L;35,0;;35,0;2018-04-30;00:00:00;2018-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;36598;lb/day;;;;2017-08-01;00:00:00;2017-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2017;34,1372;-118,27422;Los Angeles River
RSW-LAGT650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;618;mg/L;35,0;35,0;35,0;2018-05-01;08:00:00;2018-05-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2018;34,1377;-118,27532;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;37386;lb/day;;;;2021-08-01;00:00:00;2021-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2021;34,1372;-118,27422;Los Angeles River
RSW-LAGT654(a);Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;628;mg/L;35,0;35,0;35,0;2018-05-01;08:30:00;2018-05-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2018;34,13;-118,27314;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;30074;lb/day;;;;2022-08-01;00:00:00;2022-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2022;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;644;mg/L;35,0;35,0;35,0;2018-05-09;23:55:00;2018-05-14;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;26030;lb/day;;;;2023-08-01;00:00:00;2023-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2023;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;644;mg/L;35,0;;35,0;2018-05-31;00:00:00;2018-05-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;44705;lb/day;;;;2018-08-02;00:00:00;2018-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;818;mg/L;35,0;35,0;35,0;2018-06-04;23:55:00;2018-06-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;48439;lb/day;;;;2016-08-03;00:00:00;2016-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;818;mg/L;35,0;;35,0;2018-06-30;00:00:00;2018-06-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;38785;lb/day;;;;2020-08-04;00:00:00;2020-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2020;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;608;mg/L;35,0;35,0;35,0;2018-07-01;23:55:00;2018-07-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;33190;lb/day;;;;2024-08-04;00:00:00;2024-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;608;mg/L;35,0;;35,0;2018-07-31;00:00:00;2018-07-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;44298;lb/day;;;;2013-08-05;00:00:00;2013-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;732;mg/L;35,0;35,0;35,0;2018-08-02;23:55:00;2018-08-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;32554;lb/day;;;;2019-08-05;00:00:00;2019-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2019;34,1372;-118,27422;Los Angeles River
RSW-LAGT650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;498;mg/L;35,0;35,0;35,0;2018-08-07;07:00:00;2018-08-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2018;34,1377;-118,27532;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;16652;lb/day;;;;2025-08-05;00:00:00;2025-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;54044;lb/day;;;;2012-08-31;00:00:00;2012-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2012;34,1372;-118,27422;Los Angeles River
RSW-LAGT654(a);Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;500;mg/L;35,0;35,0;35,0;2018-08-07;07:30:00;2018-08-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2018;34,13;-118,27314;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;732;mg/L;35,0;;35,0;2018-08-31;00:00:00;2018-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;44298;lb/day;;;;2013-08-31;00:00:00;2013-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;47813;lb/day;;;;2014-08-31;00:00:00;2014-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;722;mg/L;35,0;35,0;35,0;2018-09-01;23:55:00;2018-09-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;68978;lb/day;;;;2015-08-31;00:00:00;2015-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;722;mg/L;35,0;;35,0;2018-09-30;00:00:00;2018-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;48439;lb/day;;;;2016-08-31;00:00:00;2016-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;720;mg/L;35,0;35,0;35,0;2018-10-02;23:55:00;2018-10-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for October 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;36598;lb/day;;;;2017-08-31;00:00:00;2017-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;720;mg/L;35,0;;35,0;2018-10-31;00:00:00;2018-10-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for October 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;732;mg/L;35,0;35,0;35,0;2018-11-02;23:55:00;2018-11-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;44705;lb/day;;;;2018-08-31;00:00:00;2018-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2018;34,1372;-118,27422;Los Angeles River
RSW-LAGT650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;590;mg/L;35,0;35,0;35,0;2018-11-06;07:15:00;2018-11-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2018;34,1377;-118,27532;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;32554;lb/day;;;;2019-08-31;00:00:00;2019-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2019;34,1372;-118,27422;Los Angeles River
RSW-LAGT654(a);Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;630;mg/L;35,0;35,0;35,0;2018-11-06;07:45:00;2018-11-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2018;34,13;-118,27314;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;38785;lb/day;;;;2020-08-31;00:00:00;2020-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2020;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;732;mg/L;35,0;;35,0;2018-11-30;00:00:00;2018-11-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for November 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;37386;lb/day;;;;2021-08-31;00:00:00;2021-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;30074;lb/day;;;;2022-08-31;00:00:00;2022-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2022;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;544;mg/L;35,0;35,0;35,0;2018-12-01;23:55:00;2018-12-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;26030;lb/day;;;;2023-08-31;00:00:00;2023-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2023;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;544;mg/L;35,0;;35,0;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;702;mg/L;35,0;35,0;35,0;2019-01-03;23:55:00;2019-01-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;33190;lb/day;;;;2024-08-31;00:00:00;2024-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;16652;lb/day;;;;2025-08-31;00:00:00;2025-08-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for August 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;702;mg/L;35,0;;35,0;2019-01-31;00:00:00;2019-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;652;mg/L;35,0;35,0;35,0;2019-02-02;23:55:00;2019-02-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;61741;lb/day;;;;2015-09-01;00:00:00;2015-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2015;34,1372;-118,27422;Los Angeles River
RSW-LAGT650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;464;mg/L;35,0;35,0;35,0;2019-02-20;08:00:00;2019-02-26;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2019;34,1377;-118,27532;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;45302;lb/day;;;;2018-09-01;00:00:00;2018-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2018;34,1372;-118,27422;Los Angeles River
RSW-LAGT654(a);Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;482;mg/L;35,0;35,0;35,0;2019-02-20;09:00:00;2019-02-26;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2019;34,13;-118,27314;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;42635;lb/day;;;;2019-09-01;00:00:00;2019-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;652;mg/L;35,0;;35,0;2019-02-28;00:00:00;2019-02-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;45739;lb/day;;;;2021-09-01;00:00:00;2021-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;664;mg/L;35,0;35,0;35,0;2019-03-05;23:55:00;2019-03-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;36641;lb/day;;;;2024-09-01;00:00:00;2024-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;664;mg/L;35,0;;35,0;2019-03-31;00:00:00;2019-03-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for March 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;55236;lb/day;;;;2016-09-02;00:00:00;2016-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;636;mg/L;35,0;35,0;35,0;2019-04-03;23:55:00;2019-04-09;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;64381;lb/day;;;;2020-09-02;00:00:00;2020-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2020;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;636;mg/L;35,0;;35,0;2019-04-30;00:00:00;2019-04-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for April 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;55880;lb/day;;;;2014-09-03;00:00:00;2014-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;642;mg/L;35,0;35,0;35,0;2019-05-01;23:55:00;2019-05-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;35606;lb/day;;;;2022-09-04;00:00:00;2022-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2022;34,1372;-118,27422;Los Angeles River
RSW-LAGT650;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;596;mg/L;35,0;35,0;35,0;2019-05-07;07:30:00;2019-05-10;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2019;34,1377;-118,27532;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;31946;lb/day;;;;2023-09-04;00:00:00;2023-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2023;34,1372;-118,27422;Los Angeles River
RSW-LAGT654(a);Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;636;mg/L;35,0;35,0;35,0;2019-05-07;08:00:00;2019-05-10;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2019;34,13;-118,27314;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;49328;lb/day;;;;2012-09-05;00:00:00;2012-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;642;mg/L;35,0;;35,0;2019-05-31;00:00:00;2019-05-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for May 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;46722;lb/day;;;;2013-09-05;00:00:00;2013-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;614;mg/L;35,0;35,0;35,0;2019-06-02;23:55:00;2019-06-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;38965;lb/day;;;;2017-09-05;00:00:00;2017-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;614;mg/L;35,0;;35,0;2019-06-30;00:00:00;2019-06-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for June 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Daily Discharge;=;32355;lb/day;;;;2025-09-07;00:00:00;2025-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);Standard Method (19th) 2540 C: Total Diss. Solids at 180 deg.;;=;592;mg/L;35,0;35,0;35,0;2019-07-01;23:55:00;2019-07-02;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for July 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;49328;lb/day;;;;2012-09-30;00:00:00;2012-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Total Dissolved Solids (TDS);;Monthly Average (Mean);=;46722;lb/day;;;;2013-09-30;00:00:00;2013-09-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for September 2013;34,1372;-118,27422;Los Angeles River
