Location;Parameter;Analytical Method;Calculated Method;Qual;Result;Units;MDL;ML;RL;Sampling Date;Sampling Time;Analysis Date;Analysis Time;Review Priority Indicator;QA Codes;Comments;Facility Name;Report Name;Latitude;Longitude;Receiving Water Body
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2012-12-30;00:00:00;2012-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;370,0;lb/day;;;;2012-12-30;00:00:00;2012-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2013-12-30;00:00:00;2013-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2013-12-30;00:00:00;2013-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2014-12-30;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2014-12-30;00:00:00;2014-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2015-12-30;00:00:00;2015-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2015-12-30;00:00:00;2015-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2016-12-30;23:55:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;300,0;lb/day;;;;2016-12-30;00:00:00;2016-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2017-12-30;23:55:00;2018-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;3,0;mg/L;3,0;;3,0;2017-12-30;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;250,0;lb/day;;;;2017-12-30;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;260,0;lb/day;;;;2017-12-30;00:00:00;2017-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2018-12-30;23:55:00;2019-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2018-12-30;00:00:00;2018-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2019-12-30;23:55:00;2020-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2019-12-30;00:00:00;2019-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2020-12-30;23:55:00;2021-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2020;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2020-12-30;00:00:00;2020-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2020;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2021-12-30;23:55:00;2022-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2021-12-30;00:00:00;2021-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2021;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2022-12-30;23:55:00;2023-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2022;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2022-12-30;00:00:00;2022-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2022;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2023-12-30;23:55:00;2024-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2023;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);ND;;lb/day;;;;2023-12-30;00:00:00;2023-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2023;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2023-12-30;00:00:00;2023-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2023;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);ND;;mg/L;3,0;;3,0;2023-12-30;00:00:00;2023-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2023;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2024-12-30;23:55:00;2025-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;270,0;lb/day;;;;2024-12-30;00:00:00;2024-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2024;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2025-12-30;23:55:00;2026-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;210,0;lb/day;;;;2025-12-30;00:00:00;2025-12-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2025;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2012-12-31;00:00:00;2013-01-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;3,0;mg/L;3,0;;3,0;2012-12-31;00:00:00;2012-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;126,0;mg/L;0,1;;2,0;2012-12-31;00:00:00;2012-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;16023,0;lb/day;;;;2012-12-31;00:00:00;2012-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;400,0;lb/day;;;;2012-12-31;00:00:00;2012-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;360,0;lb/day;;;;2012-12-31;00:00:00;2012-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;1,04;mg/L;0,05;;0,1;2012-12-31;00:00:00;2012-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2012;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;4,0;mg/L;3,0;3,0;3,0;2013-12-31;00:00:00;2014-01-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;16786,0;lb/day;;;;2013-12-31;00:00:00;2013-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;380,0;lb/day;;;;2013-12-31;00:00:00;2013-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;310,0;lb/day;;;;2013-12-31;00:00:00;2013-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;1,64;mg/L;0,05;;0,1;2013-12-31;00:00:00;2013-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;3,0;mg/L;3,0;;3,0;2013-12-31;00:00:00;2013-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;152,0;mg/L;0,1;;3,0;2013-12-31;00:00:00;2013-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2013;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2014-12-31;00:00:00;2015-01-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;158,0;mg/L;0,1;;3,0;2014-12-31;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2014-12-31;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;15333,0;lb/day;;;;2014-12-31;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;1,44;mg/L;0,05;;0,1;2014-12-31;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;300,0;lb/day;;;;2014-12-31;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;3,0;mg/L;3,0;;3,0;2014-12-31;00:00:00;2014-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2014;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2015-12-31;00:00:00;2016-01-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;mg/L;3,0;;3,0;2015-12-31;00:00:00;2015-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;lb/day;;;;2015-12-31;00:00:00;2015-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;1,2;mg/L;0,05;;0,1;2015-12-31;00:00:00;2015-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;13623,0;lb/day;;;;2015-12-31;00:00:00;2015-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2015-12-31;00:00:00;2015-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;177,0;mg/L;0,1;;5,0;2015-12-31;00:00:00;2015-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2015;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2016-12-31;23:55:00;2017-01-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;3,0;mg/L;3,0;;3,0;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;310,0;lb/day;;;;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;163,0;mg/L;0,1;;2,0;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;mg/L;3,0;;3,0;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;13091,0;lb/day;;;;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;290,0;lb/day;;;;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;1,23;mg/L;0,05;;0,1;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;lb/day;;;;2016-12-31;00:00:00;2016-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2016;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2017-12-31;23:55:00;2018-01-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;250,0;lb/day;;;;2017-12-31;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;2,19;mg/L;0,05;;0,1;2017-12-31;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;138,0;mg/L;0,3;;3,0;2017-12-31;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2017-12-31;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;186,9;lb/day;;;;2017-12-31;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;11661,0;lb/day;;;;2017-12-31;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;3,0;mg/L;3,0;;3,0;2017-12-31;00:00:00;2017-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2017;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2018-12-31;23:55:00;2019-01-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;17506,0;lb/day;;;;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;1,52;mg/L;0,05;;0,1;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;171,7;lb/day;;;;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;mg/L;3,0;;3,0;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;155,0;mg/L;0,5;;5,0;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;lb/day;;;;2018-12-31;00:00:00;2018-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2018;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2019-12-31;23:55:00;2020-01-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;mg/L;3,0;;3,0;2019-12-31;00:00:00;2019-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;ND;;lb/day;;;;2019-12-31;00:00:00;2019-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Chloride;;Monthly Average (Mean);=;16287,0;lb/day;;;;2019-12-31;00:00:00;2019-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2019;34,1372;-118,27422;Los Angeles River
EFF-001A;Ammonia, Total (as N);;Monthly Average (Mean);=;1,38;mg/L;0,05;;0,1;2019-12-31;00:00:00;2019-12-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for December 2019;34,1372;-118,27422;Los Angeles River
