Location;Parameter;Analytical Method;Calculated Method;Qual;Result;Units;MDL;ML;RL;Sampling Date;Sampling Time;Analysis Date;Analysis Time;Review Priority Indicator;QA Codes;Comments;Facility Name;Report Name;Latitude;Longitude;Receiving Water Body
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-01;00:00:00;2012-01-02;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-01;00:00:00;2012-01-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-02;00:00:00;2012-01-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-02;00:00:00;2012-01-02;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-03;00:00:00;2012-01-04;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-03;00:00:00;2012-01-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Nitrogen, Total (as N);Data Unavailable;;=;7,7;mg/L;;;;2012-01-04;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-04;00:00:00;2012-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Ammonia, Total (as N);Nitrogen, Ammonia (as N);;=;0,89;mg/L;0,05;0,1;0,1;2012-01-04;00:00:00;2012-01-11;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Chloride;Inorganic Anions by Ion Chromatography;;=;156,0;mg/L;0,1;1,0;3,0;2011-02-08;00:00:00;2011-02-09;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Chloride;;Daily Discharge;=;14850,0;lb/day;;;;2012-01-04;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-04;00:00:00;2012-01-04;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-05;00:00:00;2012-01-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-05;00:00:00;2012-01-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-06;00:00:00;2012-01-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-06;00:00:00;2012-01-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-07;00:00:00;2012-01-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);ND;;mg/L;3,0;;3,0;2012-01-07;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-07;00:00:00;2012-01-07;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;0,0;lb/day;;;;2012-01-07;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-08;00:00:00;2012-01-09;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-08;00:00:00;2012-01-08;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-09;00:00:00;2012-01-10;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-09;00:00:00;2012-01-09;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-10;00:00:00;2012-01-11;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-10;00:00:00;2012-01-10;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-11;00:00:00;2012-01-12;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-11;00:00:00;2012-01-11;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-12;00:00:00;2012-01-13;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-12;00:00:00;2012-01-12;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-13;00:00:00;2012-01-14;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-13;00:00:00;2012-01-13;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-14;00:00:00;2012-01-15;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;0,0;lb/day;;;;2012-01-14;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);ND;;mg/L;3,0;;3,0;2012-01-14;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-14;00:00:00;2012-01-14;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-15;00:00:00;2012-01-16;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-15;00:00:00;2012-01-15;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-16;00:00:00;2012-01-17;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-16;00:00:00;2012-01-16;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-17;00:00:00;2012-01-18;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-17;00:00:00;2012-01-17;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;3,0;mg/L;3,0;3,0;3,0;2012-01-18;00:00:00;2012-01-19;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;390,0;lb/day;;;;2012-01-18;00:00:00;2012-01-18;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-19;00:00:00;2012-01-20;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-19;00:00:00;2012-01-19;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-20;00:00:00;2012-01-21;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-20;00:00:00;2012-01-20;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;=;5,0;mg/L;3,0;3,0;3,0;2012-01-21;00:00:00;2012-01-22;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;690,0;lb/day;;;;2012-01-21;00:00:00;2012-01-21;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;0,0;lb/day;;;;2012-01-21;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);ND;;mg/L;3,0;;3,0;2012-01-21;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-22;00:00:00;2012-01-23;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-22;00:00:00;2012-01-22;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-23;00:00:00;2012-01-24;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-23;00:00:00;2012-01-23;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-24;00:00:00;2012-01-25;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-24;00:00:00;2012-01-24;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-25;00:00:00;2012-01-26;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-25;00:00:00;2012-01-25;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-26;00:00:00;2012-01-27;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-26;00:00:00;2012-01-26;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-27;00:00:00;2012-01-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-27;00:00:00;2012-01-27;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-28;00:00:00;2012-01-29;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;0,0;lb/day;;;;2012-01-28;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-28;00:00:00;2012-01-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);ND;;mg/L;3,0;;3,0;2012-01-28;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-29;00:00:00;2012-01-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-29;00:00:00;2012-01-29;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-30;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-30;00:00:00;2012-01-30;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2012-01-31;00:00:00;2012-02-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);=;0,0;lb/day;;;;2012-01-31;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2012-01-31;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Ammonia, Total (as N);;Monthly Average (Mean);=;0,89;mg/L;0,05;;0,1;2012-01-31;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Chloride;;Monthly Average (Mean);=;14850,0;lb/day;;;;2012-01-31;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Monthly Average (Mean);ND;;mg/L;3,0;;3,0;2012-01-31;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Chloride;;Monthly Average (Mean);=;125,0;mg/L;0,1;;3,0;2012-01-31;00:00:00;2012-01-31;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for January 2012;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2011-02-01;00:00:00;2011-02-02;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2011-02-01;00:00:00;2011-02-01;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2011-02-02;00:00:00;2011-02-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2011-02-02;00:00:00;2011-02-02;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2011-02-03;00:00:00;2011-02-04;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2011-02-03;00:00:00;2011-02-03;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2011-02-04;00:00:00;2011-02-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2011-02-04;00:00:00;2011-02-04;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);Standard Method (18th & 19th) 5210 B: 5-Day BOD Test;;ND;;mg/L;3,0;3,0;3,0;2011-02-05;00:00:00;2011-02-06;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Daily Discharge;=;0,0;lb/day;;;;2011-02-05;00:00:00;2011-02-05;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);ND;;mg/L;3,0;;3,0;2011-02-05;00:00:00;2011-02-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
EFF-001;Biochemical Oxygen Demand (BOD) (5-day @ 20 Deg. C);;Weekly Average (Mean);=;0,0;lb/day;;;;2011-02-05;00:00:00;2011-02-28;00:00:00;;;;Los Angeles-Glendale WWRP; Monthly SMR ( MONNPDES ) report for February 2011;;;Los Angeles River
