n_meses,forca_sazonalidade_Fs,forca_tendencia_Ft,adf_nivel_stat,adf_nivel_pvalor,kpss_nivel_stat,kpss_nivel_pvalor,adf_diff_stat,adf_diff_pvalor,kpss_diff_stat,kpss_diff_pvalor,chow_breakpoint_data,chow_f_stat,chow_pvalor,pettitt_indice_mudanca,pettitt_data_mudanca,pettitt_pvalor,pettitt_dentro_janela_seca_ca,cusum_stat,cusum_pvalor,script,data_execucao
182,0.2524733333738147,0.7301011077620061,-3.375109704588515,0.011837216562535337,0.2437868034280872,0.1,-10.493523240021501,1.1308714920252296e-18,0.08750374273884992,0.1,2012-01-31,15.422916473716908,6.65093543461559e-07,38,2014-04-30,7.028283085142127e-06,True,1.943727423823281,0.0010457662425201837,script_07_analise_estrutura_serie,2026-08-13T11:24:15
