Data,vazao_mgd_TDS,vazao_mgd_Chloride,vazao_mgd_Ammonia,vazao_mgd_BOD
2020-01-31,11.937095274920129,11.93740659646196,11.936879068174031,
2020-02-29,10.432355869690214,10.432542854605204,10.43407698083957,
2020-03-31,10.031181853384147,10.030901453333977,10.03023668022104,11.590727418065548
2020-04-30,15.347721822541967,15.347721822541967,15.349364344141128,11.191047162270184
2020-05-31,9.32902093310942,9.329203304023448,9.3291220681991,7.9936051159072745
2020-06-30,6.419916698220371,6.419729081599585,6.422887167972628,7.194244604316546
2020-07-31,6.419918413095611,6.420169986459812,6.424057834024751,6.394884092725819
2020-08-31,6.119052126719677,6.119104716227018,6.116115510952583,
2020-09-30,10.63298121833112,10.633385183744897,10.632670334320776,
2020-10-31,6.821249587156622,6.8214041905162,6.82103323963346,
2020-11-30,8.32581934452438,8.325547354324334,8.329699876462467,
2020-12-31,9.128320612208295,9.128389596015495,9.125257933188333,
2021-01-31,10.332170231117559,10.331734612310152,10.328101155439285,
2021-02-28,10.733328231032194,11.134425792699174,10.73541167066347,
2021-03-31,8.125264494286924,8.125374700239808,8.123935634101416,9.992006394884093
2021-04-30,8.927668675870116,8.927692283259486,8.930517923323679,
2021-05-31,6.419943410351085,6.420169986459812,6.417315127489846,
2021-06-30,6.319650162223163,6.319548677604679,6.3183495756586225,
2021-07-31,3.811898934460679,3.8114962575394236,3.810904764560445,
2021-08-31,5.717772720599031,5.717985611510791,5.721738398754681,
2021-09-30,6.72094677199417,6.72066120688355,6.72373493610175,
2021-10-31,6.821191840093609,6.821549130122654,6.820772889884815,
2021-11-30,7.322799987857816,7.3229221500848105,7.323372071573511,
2021-12-31,8.526421369716218,8.526688582908509,8.526512123634424,
2022-01-31,9.83051833465842,9.830524841871469,9.83049177096679,
2022-02-28,8.526564575111564,8.52677857713829,8.522678260269483,
2022-03-31,7.322780519040265,7.3226034556969815,7.320705935251799,
2022-04-30,9.228628177790178,9.228507604875006,9.225952571276313,
2022-05-31,8.225548940901188,8.225266920221785,8.228531678474015,
2022-06-30,6.7208987911711455,6.720710388211169,6.725054738817643,
2022-07-31,4.21304899814164,4.212749203622177,4.209398438695852,
2022-08-31,4.3133913921494385,4.312967536418626,4.316546762589929,
2022-09-30,5.617505995203837,5.617324322360294,5.620503597122302,
2022-10-31,5.4168878637547975,5.416735314038846,5.414302098693716,
2022-11-30,8.62681582482705,8.626513423407616,8.625752459257084,
2022-12-31,9.629893996030331,9.63028138640167,9.632630030429437,9.59232613908873
2023-01-31,10.231868124803107,10.231814548361312,10.227638784494792,
2023-02-28,9.328925000161597,9.329310744952425,9.327602852782709,8.69304556354916
2023-03-31,9.73021582733813,9.730593903255773,9.729716227018386,9.992006394884093
2023-04-30,9.730345220226697,9.73053618174163,9.732954377238949,7.194244604316546
2023-05-31,7.222513128737516,7.222878413686961,7.224728691622973,6.794564348521183
2023-06-30,6.720861842635983,6.720939038243089,6.720430107526882,6.594724220623501
2023-07-31,4.514003476118188,6.1189448441247,6.115107913669064,4.796163069544365
2023-08-31,4.714657277199389,4.714799588900308,4.715690534820466,
2023-09-30,6.118938714842822,6.118797269876406,6.119242537004879,
2023-10-31,7.322713257965057,7.322323959014607,7.3223863657165875,
2023-11-30,5.115907274180656,5.116245986261838,5.112189318312792,6.394884092725819
2023-12-31,7.824411397399652,7.824774663028198,7.820214416701932,
2024-01-31,10.332202465452388,10.331880481016647,10.331734612310154,
2024-02-29,11.836876652524134,11.836780575539569,11.837987237328782,
2024-03-31,10.231758882587524,10.231549859450189,10.22931654676259,9.992006394884093
2024-04-30,10.13154182536324,10.131463174783914,10.127897681854517,8.393285371702637
2024-05-31,7.021779836404849,7.02177983640485,7.024110441376629,6.394884092725819
2024-06-30,6.0186277207742,6.019184652278177,6.016425797415166,5.595523581135092
2024-07-31,4.814985221125426,4.814677669629003,4.818367528199661,
2024-08-31,5.818152495547422,5.818503092263032,5.817568167688072,4.396482813749001
2024-09-30,6.118948852060413,6.118660627053912,6.115970532926178,5.1958433253397285
2024-10-31,5.416834045453992,5.416777688959943,5.418450050086513,
2024-11-30,7.623644674004386,7.624054602471868,7.624089407719107,9.59232613908873
2024-12-31,10.63306111867263,10.633160138555821,10.635647326294807,
2025-01-31,9.930918901242643,9.930974139607233,9.933719690913936,9.192645883293366
2025-02-28,10.031249611709598,10.030922630316798,10.03197442046363,11.191047162270184
2025-03-31,10.131405744969243,10.131105641802348,10.130357252659412,
2025-04-30,8.32583932853717,8.325888308960675,8.328312719282703,7.593924860111911
2025-05-31,8.626840858601462,8.626876276756372,8.625099920063949,7.593924860111911
2025-06-30,8.02496031343939,8.024884440273867,8.024349750968456,6.394884092725819
2025-07-31,4.714586102379093,4.714799588900308,4.713470602828083,4.796163069544365
2025-08-31,3.2100364724297736,3.210159145410944,3.2091973480039493,
2025-09-30,6.1190794998070945,6.119172458643255,6.118634504161377,
2025-10-31,7.523372606262816,7.523099167724644,7.524181996684531,6.794564348521183
2025-11-30,8.827414812336178,8.827604583000266,8.824715928192026,8.792965627498003
2025-12-31,8.426103154173909,8.42641676132778,8.424188484264135,
2026-01-31,7.423090099349092,7.423228084199307,7.4245239569933466,7.9936051159072745
2026-02-28,6.821191398529528,6.820872415991257,6.821910892338761,7.593924860111911
2026-03-31,7.021756896159051,7.02167995333463,7.020082258215774,5.995203836930456
