Data,TDS_mgL,carga_lb_dia,vazao_mgd_TDS,vazao_mgd_chloride,t_anos,tds_previsto_vazao_chloride,tds_previsto_vazao_tds
2020-06-30,760,40692,6.419916698220371,6.419729081599585,9.336071184120465,760.0222110045431,760.0
2020-07-31,736,39407,6.419918413095611,6.420169986459812,9.42094455852156,735.9711599542625,735.9999999999999
2020-08-31,760,38785,6.119052126719677,6.119104716227018,9.505817932922655,759.9934683213586,759.9999999999999
2020-09-30,726,64381,10.63298121833112,10.633385183744895,9.587953456536619,725.9724190476192,726.0000000000001
2020-10-31,668,38002,6.821249587156622,6.8214041905162,9.672826830937714,667.9848601488325,668.0
2020-11-30,750,52078,8.32581934452438,8.325547354324334,9.754962354551678,750.0245020106611,750.0000000000001
2020-12-31,722,54966,9.128320612208295,9.128389596015497,9.839835728952773,721.9945438011517,722.0
2021-01-31,734,63249,10.33217023111756,10.331734612310152,9.924709103353868,734.0309477756285,733.9999999999998
2021-02-28,752,67316,10.733328231032194,11.134425792699174,10.001368925393566,724.9105593778044,752.0000000000001
2021-03-31,612,41472,8.125264494286924,8.125374700239808,10.08624229979466,611.991699331335,612.0
2021-04-30,740,55098,8.927668675870116,8.927692283259486,10.168377823408624,739.9980432268967,740.0
2021-05-31,756,40478,6.419943410351085,6.420169986459812,10.25325119780972,755.9733197814762,756.0
2021-06-30,748,39424,6.319650162223163,6.319548677604679,10.335386721423683,748.012012012012,747.9999999999999
2021-07-31,776,24670,3.811898934460679,3.811496257539424,10.420260095824778,776.0819828408006,776.0
2021-08-31,784,37386,5.717772720599031,5.717985611510791,10.505133470225873,783.9708102667338,784.0
2021-09-30,816,45739,6.72094677199417,6.72066120688355,10.587268993839835,816.0346723518851,816.0
2021-10-31,746,42439,6.821191840093609,6.821549130122654,10.67214236824093,745.9609270040304,746.0
2021-11-30,790,48247,7.322799987857816,7.32292215008481,10.754277891854894,789.986821086262,789.9999999999999
2021-12-31,734,52195,8.526421369716218,8.526688582908509,10.839151266255989,733.9769975786924,734.0
2022-01-31,742,60834,9.83051833465842,9.830524841871467,10.924024640657084,741.9995088408646,741.9999999999999
2022-02-28,762,54187,8.526564575111564,8.52677857713829,11.000684462696784,761.9808755976376,762.0
2022-03-31,764,46659,7.322780519040265,7.322603455696981,11.085557837097879,764.0184738112732,764.0
2022-04-30,722,55570,9.228628177790178,9.228507604875006,11.16769336071184,722.0094331227194,722.0000000000001
2022-05-31,742,50902,8.225548940901188,8.225266920221785,11.252566735112936,742.0254410399258,742.0
2022-06-30,784,43945,6.7208987911711455,6.720710388211169,11.3347022587269,784.0219780219782,784.0
2022-07-31,782,27477,4.21304899814164,4.212749203622177,11.419575633127995,782.055649957519,782.0
2022-08-31,836,30074,4.313391392149439,4.312967536418626,11.50444900752909,836.0821576763485,835.9999999999999
2022-09-30,760,35606,5.617505995203837,5.617324322360294,11.586584531143053,760.0245795601552,760.0
2022-10-31,786,35509,5.4168878637547975,5.416735314038846,11.671457905544148,786.0221358567084,786.0
2022-11-30,764,54968,8.62681582482705,8.626513423407616,11.75359342915811,764.026781930672,764.0
2022-12-31,766,61520,9.629893996030331,9.63028138640167,11.838466803559205,765.9691866714439,766.0
2023-01-31,746,63659,10.231868124803109,10.231814548361312,11.9233401779603,746.0039062499999,745.9999999999999
2023-02-28,742,57730,9.328925000161597,9.329310744952425,12.0,741.9693200663351,741.9999999999999
2023-03-31,680,55182,9.73021582733813,9.730593903255771,12.084873374401095,679.9735790408528,680.0
2023-04-30,556,45120,9.730345220226695,9.73053618174163,12.167008898015059,555.9890885147211,556.0
2023-05-31,632,38069,7.222513128737516,7.222878413686961,12.251882272416154,631.9680376610506,632.0
2023-06-30,654,36658,6.720861842635983,6.720939038243089,12.334017796030116,653.9924882629109,654.0
2023-07-31,654,24621,4.514003476118188,6.1189448441247,12.41889117043121,482.4619846370905,654.0
2023-08-31,662,26030,4.714657277199389,4.714799588900308,12.503764544832306,661.9800181653043,662.0
2023-09-30,626,31946,6.118938714842822,6.118797269876406,12.58590006844627,626.0144709074465,626.0
2023-10-31,630,38475,7.322713257965057,7.322323959014607,12.670773442847365,630.0334946036471,630.0
2023-11-30,660,28160,5.115907274180656,5.116245986261838,12.752908966461328,659.9563058589872,659.9999999999999
2023-12-31,626,40850,7.824411397399652,7.824774663028198,12.837782340862423,625.9709379128137,626.0
2024-01-31,598,51530,10.332202465452388,10.331880481016649,12.922655715263518,598.0186361711138,598.0
2024-02-29,624,61601,11.836876652524134,11.836780575539567,13.00205338809035,624.0050648939539,624.0
2024-03-31,718,61269,10.231758882587524,10.231549859450189,13.086926762491444,718.0146682188591,718.0
2024-04-30,680,57458,10.13154182536324,10.131463174783914,13.169062286105408,680.0052788420605,680.0
2024-05-31,730,42750,7.021779836404849,7.02177983640485,13.253935660506503,729.9999999999999,730.0
2024-06-30,732,36743,6.0186277207742,6.019184652278177,13.336071184120465,731.9322709163347,732.0000000000001
2024-07-31,688,27628,4.814985221125426,4.814677669629003,13.42094455852156,688.0439479948727,688.0
2024-08-31,684,33190,5.818152495547422,5.818503092263032,13.505817932922655,683.9587852494577,684.0
2024-09-30,718,36641,6.118948852060413,6.118660627053912,13.587953456536619,718.0338220351285,718.0
2024-10-31,788,35599,5.416834045453992,5.416777688959943,13.672826830937714,788.0081984013118,787.9999999999999
2024-11-30,702,44634,7.623644674004386,7.624054602471868,13.754962354551678,701.9622550205663,702.0
2024-12-31,740,65623,10.63306111867263,10.63316013855582,13.839835728952773,739.9931088488647,739.9999999999999
2025-01-31,704,58308,9.930918901242643,9.930974139607232,13.924709103353868,703.9960841899169,704.0
2025-02-28,772,64586,10.031249611709598,10.030922630316798,14.001368925393566,772.0251651462725,772.0
2025-03-31,736,62189,10.131405744969245,10.131105641802348,14.08624229979466,736.0218017597135,735.9999999999998
2025-04-30,752,52217,8.32583932853717,8.325888308960675,14.168377823408624,751.9955760542169,752.0000000000001
2025-05-31,652,46910,8.626840858601462,8.626876276756372,14.25325119780972,651.9973231751262,652.0000000000001
2025-06-30,710,47519,8.02496031343939,8.024884440273867,14.335386721423683,710.0067128627112,709.9999999999999
2025-07-31,682,26816,4.714586102379093,4.714799588900308,14.420260095824778,681.969118982743,682.0000000000001
2025-08-31,622,16652,3.2100364724297736,3.210159145410944,14.505133470225873,621.9762308998302,621.9999999999999
2025-09-30,634,32355,6.119079499807095,6.119172458643255,14.587268993839835,633.9903686482896,633.9999999999999
2025-10-31,690,43294,7.523372606262816,7.523099167724644,14.67214236824093,690.0250791046525,690.0
2025-11-30,688,50651,8.827414812336178,8.827604583000266,14.754277891854894,687.985209779656,688.0
2025-12-31,654,45959,8.426103154173909,8.42641676132778,14.839151266255989,653.9756599887663,654.0
2026-01-31,700,43336,7.423090099349092,7.423228084199307,14.924024640657084,699.9869882220976,700.0
2026-02-28,728,41415,6.821191398529528,6.820872415991257,15.000684462696784,728.0340453938586,728.0
2026-03-31,716,41930,7.021756896159051,7.02167995333463,15.085557837097879,716.0078458520826,715.9999999999999
