metodo,n_residuos,ljung_box_stat,ljung_box_pvalor,ljung_box_ok,shapiro_stat,shapiro_pvalor,shapiro_ok,arch_stat,arch_pvalor,arch_ok,script,data_execucao
ols,182,504.91208077912717,1.995881978022131e-100,False,0.9886641206509739,0.15492106693527397,True,48.467206742651086,2.5914551074087247e-06,False,script_14_diagnostico_residuos,2026-08-13T20:26:15
regressao_bayesiana,182,504.91208077912717,1.995881978022131e-100,False,0.9886641206509739,0.15492106693527397,True,48.467206742651086,2.5914551074087247e-06,False,script_14_diagnostico_residuos,2026-08-13T20:26:15
detrend_rf,170,15.107850032790298,0.23559136628403704,True,0.9741374203273078,0.0028942389652562225,False,8.293863723527073,0.7617649502066962,True,script_14_diagnostico_residuos,2026-08-13T20:26:15
sarima,182,40.72787660056633,5.4407459475332676e-05,False,0.7974297422761074,1.2938467938154983e-14,False,117.36775198291738,2.0667127038187432e-19,False,script_14_diagnostico_residuos,2026-08-13T20:26:15
hibrido_arima_prophet,182,35.94375125870927,0.0003308071148848007,False,0.9467360593149452,2.5748122064011263e-06,False,45.4340011527441,8.681703026448895e-06,False,script_14_diagnostico_residuos,2026-08-13T20:26:15
